PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29628290","The Immune Landscape of Cancer","Thorsson V, Gibbs DL, Brown SD, Wolf D, Bortone DS, Ou Yang TH, Porta-Pardo E, Gao GF, Plaisier CL, Eddy JA, Ziv E, Culhane AC, Paull EO, Sivakumar IKA, Gentles AJ, Malhotra R, Farshidfar F, Colaprico A, Parker JS, Mose LE, Vo NS, Liu J, Liu Y, Rader J, Dhankani V, Reynolds SM, Bowlby R, Califano A, Cherniack AD, Anastassiou D, Bedognetti D, Mokrab Y, Newman AM, Rao A, Chen K, Krasnitz A, Hu H, Malta TM, Noushmehr H, Pedamallu CS, Bullman S, Ojesina AI, Lamb A, Zhou W, Shen H, Choueiri TK, Weinstein JN, Guinney J, Saltz J, Holt RA, Rabkin CS; Cancer Genome Atlas Research Network, Lazar AJ, Serody JS, Demicco EG, Disis ML, Vincent BG, Shmulevich I.","Immunity. 2018 Apr 17;48(4):812-830.e14. doi: 10.1016/j.immuni.2018.03.023. Epub 2018 Apr 5.","Thorsson V","Immunity","2018","2018/04/10","PMC5982584","NIHMS958212","10.1016/j.immuni.2018.03.023"
"34358469","A proteogenomic portrait of lung squamous cell carcinoma","Satpathy S, Krug K, Jean Beltran PM, Savage SR, Petralia F, Kumar-Sinha C, Dou Y, Reva B, Kane MH, Avanessian SC, Vasaikar SV, Krek A, Lei JT, Jaehnig EJ, Omelchenko T, Geffen Y, Bergstrom EJ, Stathias V, Christianson KE, Heiman DI, Cieslik MP, Cao S, Song X, Ji J, Liu W, Li K, Wen B, Li Y, Gümüş ZH, Selvan ME, Soundararajan R, Visal TH, Raso MG, Parra ER, Babur Ö, Vats P, Anand S, Schraink T, Cornwell M, Rodrigues FM, Zhu H, Mo CK, Zhang Y, da Veiga Leprevost F, Huang C, Chinnaiyan AM, Wyczalkowski MA, Omenn GS, Newton CJ, Schurer S, Ruggles KV, Fenyö D, Jewell SD, Thiagarajan M, Mesri M, Rodriguez H, Mani SA, Udeshi ND, Getz G, Suh J, Li QK, Hostetter G, Paik PK, Dhanasekaran SM, Govindan R, Ding L, Robles AI, Clauser KR, Nesvizhskii AI, Wang P, Carr SA, Zhang B, Mani DR, Gillette MA; Clinical Proteomic Tumor Analysis Consortium.","Cell. 2021 Aug 5;184(16):4348-4371.e40. doi: 10.1016/j.cell.2021.07.016.","Satpathy S","Cell","2021","2021/08/06","PMC8475722","NIHMS1730863","10.1016/j.cell.2021.07.016"
"30773340","A Platform of Synthetic Lethal Gene Interaction Networks Reveals that the GNAQ Uveal Melanoma Oncogene Controls the Hippo Pathway through FAK","Feng X, Arang N, Rigiracciolo DC, Lee JS, Yeerna H, Wang Z, Lubrano S, Kishore A, Pachter JA, König GM, Maggiolini M, Kostenis E, Schlaepfer DD, Tamayo P, Chen Q, Ruppin E, Gutkind JS.","Cancer Cell. 2019 Mar 18;35(3):457-472.e5. doi: 10.1016/j.ccell.2019.01.009. Epub 2019 Feb 14.","Feng X","Cancer Cell","2019","2019/02/19","PMC6737937","NIHMS1042379","10.1016/j.ccell.2019.01.009"
"33792207","Identification of high-dimensional omics-derived predictors for tumor growth dynamics using machine learning and pharmacometric modeling","Zwep LB, Duisters KLW, Jansen M, Guo T, Meulman JJ, Upadhyay PJ, van Hasselt JGC.","CPT Pharmacometrics Syst Pharmacol. 2021 Apr;10(4):350-361. doi: 10.1002/psp4.12603. Epub 2021 Apr 8.","Zwep LB","CPT Pharmacometrics Syst Pharmacol","2021","2021/04/01","PMC8099445","","10.1002/psp4.12603"
"31467303","Image-based Classification of Tumor Type and Growth Rate using Machine Learning: a preclinical study","Tang TT, Zawaski JA, Francis KN, Qutub AA, Gaber MW.","Sci Rep. 2019 Aug 29;9(1):12529. doi: 10.1038/s41598-019-48738-5.","Tang TT","Sci Rep","2019","2019/08/31","PMC6715812","","10.1038/s41598-019-48738-5"
"33280255","Application of Machine Learning for Tumor Growth Inhibition - Overall Survival Modeling Platform","Chan P, Zhou X, Wang N, Liu Q, Bruno R, Jin JY.","CPT Pharmacometrics Syst Pharmacol. 2021 Jan;10(1):59-66. doi: 10.1002/psp4.12576. Epub 2020 Dec 13.","Chan P","CPT Pharmacometrics Syst Pharmacol","2021","2020/12/06","PMC7825187","","10.1002/psp4.12576"
"34901835","Data-Driven Discovery of Mathematical and Physical Relations in Oncology Data Using Human-Understandable Machine Learning","Kurz D, Sánchez CS, Axenie C.","Front Artif Intell. 2021 Nov 25;4:713690. doi: 10.3389/frai.2021.713690. eCollection 2021.","Kurz D","Front Artif Intell","2021","2021/12/13","PMC8655230","","10.3389/frai.2021.713690"
"31539267","Machine-Learning and Stochastic Tumor Growth Models for Predicting Outcomes in Patients With Advanced Non-Small-Cell Lung Cancer","Siah KW, Khozin S, Wong CH, Lo AW.","JCO Clin Cancer Inform. 2019 Sep;3:1-11. doi: 10.1200/CCI.19.00046.","Siah KW","JCO Clin Cancer Inform","2019","2019/09/21","","","10.1200/CCI.19.00046"
"34531247","Simple and effective bacterial-based intratumoral cancer immunotherapy","Carroll CSE, Andrew ER, Malik L, Elliott KF, Brennan M, Meyer J, Hintze A, Almonte AA, Lappin C, MacPherson P, Schulte KM, Dahlstrom JE, Tamhane R, Neeman T, Herbert EW, Orange M, Yip D, Allavena R, Fahrer AM.","J Immunother Cancer. 2021 Sep;9(9):e002688. doi: 10.1136/jitc-2021-002688.","Carroll CSE","J Immunother Cancer","2021","2021/09/17","PMC8449973","","10.1136/jitc-2021-002688"
"32658778","Drug delivery: Experiments, mathematical modelling and machine learning","Boso DP, Di Mascolo D, Santagiuliana R, Decuzzi P, Schrefler BA.","Comput Biol Med. 2020 Aug;123:103820. doi: 10.1016/j.compbiomed.2020.103820. Epub 2020 Jun 5.","Boso DP","Comput Biol Med","2020","2020/07/14","PMC8317640","NIHMS1630189","10.1016/j.compbiomed.2020.103820"
"33208393","Machine-Learning and Chemicogenomics Approach Defines and Predicts Cross-Talk of Hippo and MAPK Pathways","Pham TH, Hagenbeek TJ, Lee HJ, Li J, Rose CM, Lin E, Yu M, Martin SE, Piskol R, Lacap JA, Sampath D, Pham VC, Modrusan Z, Lill JR, Klijn C, Malek S, Chang MT, Dey A.","Cancer Discov. 2021 Mar;11(3):778-793. doi: 10.1158/2159-8290.CD-20-0706. Epub 2020 Nov 18.","Pham TH","Cancer Discov","2021","2020/11/19","","","10.1158/2159-8290.CD-20-0706"
"27564847","Adaptive immunity programmes in breast cancer","Varn FS, Mullins DW, Arias-Pulido H, Fiering S, Cheng C.","Immunology. 2017 Jan;150(1):25-34. doi: 10.1111/imm.12664. Epub 2016 Sep 20.","Varn FS","Immunology","2017","2016/08/27","PMC5341497","","10.1111/imm.12664"
"31395950","Machine learning-based prediction of breast cancer growth rate in vivo","Bhattarai S, Klimov S, Aleskandarany MA, Burrell H, Wormall A, Green AR, Rida P, Ellis IO, Osan RM, Rakha EA, Aneja R.","Br J Cancer. 2019 Sep;121(6):497-504. doi: 10.1038/s41416-019-0539-x. Epub 2019 Aug 9.","Bhattarai S","Br J Cancer","2019","2019/08/10","PMC6738119","","10.1038/s41416-019-0539-x"
"33266472","Machine Learning Identifies Robust Matrisome Markers and Regulatory Mechanisms in Cancer","Kääriäinen A, Pesola V, Dittmann A, Kontio J, Koivunen J, Pihlajaniemi T, Izzi V.","Int J Mol Sci. 2020 Nov 22;21(22):8837. doi: 10.3390/ijms21228837.","Kääriäinen A","Int J Mol Sci","2020","2020/12/03","PMC7700160","","10.3390/ijms21228837"
"33796079","Pasireotide in the Personalized Treatment of Acromegaly","Puig-Domingo M, Bernabéu I, Picó A, Biagetti B, Gil J, Alvarez-Escolá C, Jordà M, Marques-Pamies M, Soldevila B, Gálvez MA, Cámara R, Aller J, Lamas C, Marazuela M.","Front Endocrinol (Lausanne). 2021 Mar 16;12:648411. doi: 10.3389/fendo.2021.648411. eCollection 2021.","Puig-Domingo M","Front Endocrinol (Lausanne)","2021","2021/04/02","PMC8008639","","10.3389/fendo.2021.648411"
"29408791","Convolutional Invasion and Expansion Networks for Tumor Growth Prediction","Zhang L, Lu L, Summers RM, Kebebew E, Yao J.","IEEE Trans Med Imaging. 2018 Feb;37(2):638-648. doi: 10.1109/TMI.2017.2774044.","Zhang L","IEEE Trans Med Imaging","2018","2018/02/07","PMC5812268","NIHMS940746","10.1109/TMI.2017.2774044"
"31562074","Spatio-Temporal Convolutional LSTMs for Tumor Growth Prediction by Learning 4D Longitudinal Patient Data","Zhang L, Lu L, Wang X, Zhu RM, Bagheri M, Summers RM, Yao J.","IEEE Trans Med Imaging. 2020 Apr;39(4):1114-1126. doi: 10.1109/TMI.2019.2943841. Epub 2019 Sep 25.","Zhang L","IEEE Trans Med Imaging","2020","2019/09/29","PMC7213057","NIHMS1582095","10.1109/TMI.2019.2943841"
"34885124","Machine Learning Models That Integrate Tumor Texture and Perfusion Characteristics Using Low-Dose Breast Computed Tomography Are Promising for Predicting Histological Biomarkers and Treatment Failure in Breast Cancer Patients","Park HS, Lee KS, Seo BK, Kim ES, Cho KR, Woo OH, Song SE, Lee JY, Cha J.","Cancers (Basel). 2021 Nov 29;13(23):6013. doi: 10.3390/cancers13236013.","Park HS","Cancers (Basel)","2021","2021/12/10","PMC8656976","","10.3390/cancers13236013"
"30715927","A Review of Cell-Based Computational Modeling in Cancer Biology","Metzcar J, Wang Y, Heiland R, Macklin P.","JCO Clin Cancer Inform. 2019 Feb;3:1-13. doi: 10.1200/CCI.18.00069.","Metzcar J","JCO Clin Cancer Inform","2019","2019/02/05","PMC6584763","NIHMS1032859","10.1200/CCI.18.00069"
"29649981","In silico cancer research towards 3R","Jean-Quartier C, Jeanquartier F, Jurisica I, Holzinger A.","BMC Cancer. 2018 Apr 12;18(1):408. doi: 10.1186/s12885-018-4302-0.","Jean-Quartier C","BMC Cancer","2018","2018/04/14","PMC5897933","","10.1186/s12885-018-4302-0"
"33928024","Personal Neoantigens From Patients With NSCLC Induce Efficient Antitumor Responses","Zhang W, Yin Q, Huang H, Lu J, Qin H, Chen S, Zhang W, Su X, Sun W, Dong Y, Li Q.","Front Oncol. 2021 Apr 13;11:628456. doi: 10.3389/fonc.2021.628456. eCollection 2021.","Zhang W","Front Oncol","2021","2021/04/30","PMC8076796","","10.3389/fonc.2021.628456"
"33930228","HRMAn 2.0: Next-generation artificial intelligence-driven analysis for broad host-pathogen interactions","Fisch D, Evans R, Clough B, Byrne SK, Channell WM, Dockterman J, Frickel EM.","Cell Microbiol. 2021 Jul;23(7):e13349. doi: 10.1111/cmi.13349. Epub 2021 May 16.","Fisch D","Cell Microbiol","2021","2021/04/30","","","10.1111/cmi.13349"
"33939542","Breast MRI for Evaluation of Response to Neoadjuvant Therapy","Reig B, Lewin AA, Du L, Heacock L, Toth HK, Heller SL, Gao Y, Moy L.","Radiographics. 2021 May-Jun;41(3):665-679. doi: 10.1148/rg.2021200134.","Reig B","Radiographics","2021","2021/05/03","","","10.1148/rg.2021200134"
"32851774","MicroRNA-195 controls MICU1 expression and tumor growth in ovarian cancer","Rao G, Dwivedi SKD, Zhang Y, Dey A, Shameer K, Karthik R, Srikantan S, Hossen MN, Wren JD, Madesh M, Dudley JT, Bhattacharya R, Mukherjee P.","EMBO Rep. 2020 Oct 5;21(10):e48483. doi: 10.15252/embr.201948483. Epub 2020 Aug 27.","Rao G","EMBO Rep","2020","2020/08/28","PMC7534609","","10.15252/embr.201948483"
"30209997","A Brief Survey of Machine Learning Application in Cancerlectin Identification","Lai HY, Feng CQ, Zhang ZY, Tang H, Chen W, Lin H.","Curr Gene Ther. 2018;18(5):257-267. doi: 10.2174/1566523218666180913112751.","Lai HY","Curr Gene Ther","2018","2018/09/14","","","10.2174/1566523218666180913112751"
"31850970","Molecular prediction of metastasis in cutaneous squamous cell carcinoma","Mulvaney PM, Schmults CD.","Curr Opin Oncol. 2020 Mar;32(2):129-136. doi: 10.1097/CCO.0000000000000609.","Mulvaney PM","Curr Opin Oncol","2020","2019/12/19","","","10.1097/CCO.0000000000000609"
"33926529","Ten-eleven translocation protein 1 modulates medulloblastoma progression","Kim H, Kang Y, Li Y, Chen L, Lin L, Johnson ND, Zhu D, Robinson MH, McSwain L, Barwick BG, Yuan X, Liao X, Zhao J, Zhang Z, Shu Q, Chen J, Allen EG, Kenney AM, Castellino RC, Van Meir EG, Conneely KN, Vertino PM, Jin P, Li J.","Genome Biol. 2021 Apr 29;22(1):125. doi: 10.1186/s13059-021-02352-9.","Kim H","Genome Biol","2021","2021/04/30","PMC8082834","","10.1186/s13059-021-02352-9"
"34552183","The development of tumour vascular networks","Fouladzadeh A, Dorraki M, Min KKM, Cockshell MP, Thompson EJ, Verjans JW, Allison A, Bonder CS, Abbott D.","Commun Biol. 2021 Sep 22;4(1):1111. doi: 10.1038/s42003-021-02632-x.","Fouladzadeh A","Commun Biol","2021","2021/09/23","PMC8458341","","10.1038/s42003-021-02632-x"
"35501486","A T cell resilience model associated with response to immunotherapy in multiple tumor types","Zhang Y, Trang V, Palmer DC, Kishton RJ, Gong L, Huang J, Nguyen T, Chen Z, Smith C, Livák F, Paul R, Day CP, Wu C, Merlino G, Aldape K, Guan XY, Jiang P.","Nat Med. 2022 May 2. doi: 10.1038/s41591-022-01799-y. Online ahead of print.","Zhang Y","Nat Med","2022","2022/05/02","","","10.1038/s41591-022-01799-y"
"33439725","Machine Learning Frameworks to Predict Neoadjuvant Chemotherapy Response in Breast Cancer Using Clinical and Pathological Features","Meti N, Saednia K, Lagree A, Tabbarah S, Mohebpour M, Kiss A, Lu FI, Slodkowska E, Gandhi S, Jerzak KJ, Fleshner L, Law E, Sadeghi-Naini A, Tran WT.","JCO Clin Cancer Inform. 2021 Jan;5:66-80. doi: 10.1200/CCI.20.00078.","Meti N","JCO Clin Cancer Inform","2021","2021/01/13","","","10.1200/CCI.20.00078"
"32919230","L(2,1)-Extreme Learning Machine: An Efficient Robust Classifier for Tumor Classification","Ren LR, Gao YL, Liu JX, Zhu R, Kong XZ.","Comput Biol Chem. 2020 Dec;89:107368. doi: 10.1016/j.compbiolchem.2020.107368. Epub 2020 Sep 1.","Ren LR","Comput Biol Chem","2020","2020/09/12","","","10.1016/j.compbiolchem.2020.107368"
"31046990","Reinforcement learning-based control of tumor growth under anti-angiogenic therapy","Yazdjerdi P, Meskin N, Al-Naemi M, Al Moustafa AE, Kovács L.","Comput Methods Programs Biomed. 2019 May;173:15-26. doi: 10.1016/j.cmpb.2019.03.004. Epub 2019 Mar 8.","Yazdjerdi P","Comput Methods Programs Biomed","2019","2019/05/04","","","10.1016/j.cmpb.2019.03.004"
"31930484","VISTA: Coming of age as a multi-lineage immune checkpoint","ElTanbouly MA, Schaafsma E, Noelle RJ, Lines JL.","Clin Exp Immunol. 2020 May;200(2):120-130. doi: 10.1111/cei.13415. Epub 2020 Feb 4.","ElTanbouly MA","Clin Exp Immunol","2020","2020/01/14","PMC7160665","","10.1111/cei.13415"
"33602789","GAS7 Deficiency Promotes Metastasis in MYCN-Driven Neuroblastoma","Dong Z, Yeo KS, Lopez G, Zhang C, Dankert Eggum EN, Rokita JL, Ung CY, Levee TM, Her ZP, Howe CJ, Hou X, van Ree JH, Li S, He S, Tao T, Fritchie K, Torres-Mora J, Lehman JS, Meves A, Razidlo GL, Rathi KS, Weroha SJ, Look AT, van Deursen JM, Li H, Westendorf JJ, Maris JM, Zhu S.","Cancer Res. 2021 Jun 1;81(11):2995-3007. doi: 10.1158/0008-5472.CAN-20-1890. Epub 2021 Feb 18.","Dong Z","Cancer Res","2021","2021/02/19","PMC8178188","NIHMS1677041","10.1158/0008-5472.CAN-20-1890"
"33406529","Bioinformatics and machine learning methodologies to identify the effects of central nervous system disorders on glioblastoma progression","Rahman MH, Rana HK, Peng S, Hu X, Chen C, Quinn JMW, Moni MA.","Brief Bioinform. 2021 Sep 2;22(5):bbaa365. doi: 10.1093/bib/bbaa365.","Rahman MH","Brief Bioinform","2021","2021/01/06","","","10.1093/bib/bbaa365"
"32213092","Machine Learning and Mechanistic Modeling for Prediction of Metastatic Relapse in Early-Stage Breast Cancer","Nicolò C, Périer C, Prague M, Bellera C, MacGrogan G, Saut O, Benzekry S.","JCO Clin Cancer Inform. 2020 Mar;4:259-274. doi: 10.1200/CCI.19.00133.","Nicolò C","JCO Clin Cancer Inform","2020","2020/03/28","","","10.1200/CCI.19.00133"
"32121098","Aspirin Mitigated Tumor Growth in Obese Mice Involving Metabolic Inhibition","Wang JD, Chen WY, Li JR, Lin SY, Wang YY, Wu CC, Liao SL, Ko CC, Chen CJ.","Cells. 2020 Feb 28;9(3):569. doi: 10.3390/cells9030569.","Wang JD","Cells","2020","2020/03/04","PMC7140453","","10.3390/cells9030569"
"34888226","AI and High-Grade Glioma for Diagnosis and Outcome Prediction: Do All Machine Learning Models Perform Equally Well?","Pasquini L, Napolitano A, Lucignani M, Tagliente E, Dellepiane F, Rossi-Espagnet MC, Ritrovato M, Vidiri A, Villani V, Ranazzi G, Stoppacciaro A, Romano A, Di Napoli A, Bozzao A.","Front Oncol. 2021 Nov 23;11:601425. doi: 10.3389/fonc.2021.601425. eCollection 2021.","Pasquini L","Front Oncol","2021","2021/12/10","PMC8649764","","10.3389/fonc.2021.601425"
"29695070","The Novel Roles of Connexin Channels and Tunneling Nanotubes in Cancer Pathogenesis","Valdebenito S, Lou E, Baldoni J, Okafo G, Eugenin E.","Int J Mol Sci. 2018 Apr 24;19(5):1270. doi: 10.3390/ijms19051270.","Valdebenito S","Int J Mol Sci","2018","2018/04/27","PMC5983846","","10.3390/ijms19051270"
"32024824","Estimating growth patterns and driver effects in tumor evolution from individual samples","Salichos L, Meyerson W, Warrell J, Gerstein M.","Nat Commun. 2020 Feb 5;11(1):732. doi: 10.1038/s41467-020-14407-9.","Salichos L","Nat Commun","2020","2020/02/07","PMC7002450","","10.1038/s41467-020-14407-9"
"34213323","pdCSM-cancer: Using Graph-Based Signatures to Identify Small Molecules with Anticancer Properties","Al-Jarf R, de Sá AGC, Pires DEV, Ascher DB.","J Chem Inf Model. 2021 Jul 26;61(7):3314-3322. doi: 10.1021/acs.jcim.1c00168. Epub 2021 Jul 2.","Al-Jarf R","J Chem Inf Model","2021","2021/07/02","PMC8317153","","10.1021/acs.jcim.1c00168"
"33442539","Clinico-Radio-Pathological and Molecular Features of Hepatocellular Carcinomas with Keratin 19 Expression","Rhee H, Kim H, Park YN.","Liver Cancer. 2020 Dec;9(6):663-681. doi: 10.1159/000510522. Epub 2020 Oct 23.","Rhee H","Liver Cancer","2020","2021/01/14","PMC7768132","","10.1159/000510522"
"33594116","Uncertainty quantification in the radiogenomics modeling of EGFR amplification in glioblastoma","Hu LS, Wang L, Hawkins-Daarud A, Eschbacher JM, Singleton KW, Jackson PR, Clark-Swanson K, Sereduk CP, Peng S, Wang P, Wang J, Baxter LC, Smith KA, Mazza GL, Stokes AM, Bendok BR, Zimmerman RS, Krishna C, Porter AB, Mrugala MM, Hoxworth JM, Wu T, Tran NL, Swanson KR, Li J.","Sci Rep. 2021 Feb 16;11(1):3932. doi: 10.1038/s41598-021-83141-z.","Hu LS","Sci Rep","2021","2021/02/17","PMC7886858","","10.1038/s41598-021-83141-z"
"34898544","Assessment of Digital Pathology Imaging Biomarkers Associated with Breast Cancer Histologic Grade","Lagree A, Shiner A, Alera MA, Fleshner L, Law E, Law B, Lu FI, Dodington D, Gandhi S, Slodkowska EA, Shenfield A, Jerzak KJ, Sadeghi-Naini A, Tran WT.","Curr Oncol. 2021 Oct 27;28(6):4298-4316. doi: 10.3390/curroncol28060366.","Lagree A","Curr Oncol","2021","2021/12/13","PMC8628688","","10.3390/curroncol28060366"
"34050710","Proteomic profiling for detection of early-stage heart failure in the community","Cauwenberghs N, Sabovčik F, Magnus A, Haddad F, Kuznetsova T.","ESC Heart Fail. 2021 Aug;8(4):2928-2939. doi: 10.1002/ehf2.13375. Epub 2021 May 29.","Cauwenberghs N","ESC Heart Fail","2021","2021/05/29","PMC8318505","","10.1002/ehf2.13375"
"34183772","DNAJA1 promotes cancer metastasis through interaction with mutant p53","Kaida A, Yamamoto S, Parrales A, Young ED, Ranjan A, Alalem MA, Morita KI, Oikawa Y, Harada H, Ikeda T, Thomas SM, Diaz FJ, Iwakuma T.","Oncogene. 2021 Aug;40(31):5013-5025. doi: 10.1038/s41388-021-01921-3. Epub 2021 Jun 28.","Kaida A","Oncogene","2021","2021/06/29","PMC8804903","NIHMS1771580","10.1038/s41388-021-01921-3"
"34995520","Limb development genes underlie variation in human fingerprint patterns","Li J, Glover JD, Zhang H, Peng M, Tan J, Mallick CB, Hou D, Yang Y, Wu S, Liu Y, Peng Q, Zheng SC, Crosse EI, Medvinsky A, Anderson RA, Brown H, Yuan Z, Zhou S, Xu Y, Kemp JP, Ho YYW, Loesch DZ, Wang L, Li Y, Tang S, Wu X, Walters RG, Lin K, Meng R, Lv J, Chernus JM, Neiswanger K, Feingold E, Evans DM, Medland SE, Martin NG, Weinberg SM, Marazita ML, Chen G, Chen Z, Zhou Y, Cheeseman M, Wang L, Jin L, Headon DJ, Wang S.","Cell. 2022 Jan 6;185(1):95-112.e18. doi: 10.1016/j.cell.2021.12.008.","Li J","Cell","2022","2022/01/07","PMC8740935","","10.1016/j.cell.2021.12.008"
"32987550","A tutorial review of mathematical techniques for quantifying tumor heterogeneity","Everett R, Flores KB, Henscheid N, Lagergren J, Larripa K, Li D, Nardini JT, Nguyen PTT, Pitman EB, Rutter EM.","Math Biosci Eng. 2020 May 19;17(4):3660-3709. doi: 10.3934/mbe.2020207.","Everett R","Math Biosci Eng","2020","2020/09/29","","","10.3934/mbe.2020207"
"33389336","Modeling breast cancer survival and metastasis rates from moderate-sized clinical data","Maiti E.","Clin Exp Metastasis. 2021 Feb;38(1):77-87. doi: 10.1007/s10585-020-10066-8. Epub 2021 Jan 3.","Maiti E","Clin Exp Metastasis","2021","2021/01/03","","","10.1007/s10585-020-10066-8"
"33835701","CODEX, a neural network approach to explore signaling dynamics landscapes","Jacques MA, Dobrzyński M, Gagliardi PA, Sznitman R, Pertz O.","Mol Syst Biol. 2021 Apr;17(4):e10026. doi: 10.15252/msb.202010026.","Jacques MA","Mol Syst Biol","2021","2021/04/09","PMC8034356","","10.15252/msb.202010026"
"34714855","Antimicrobial, antioxidant and cytotoxic properties of Chenopodium glaucum L","Khan SU, Ullah F, Mehmood S, Fahad S, Ahmad Rahi A, Althobaiti F, Dessoky ES, Saud S, Danish S, Datta R.","PLoS One. 2021 Oct 29;16(10):e0255502. doi: 10.1371/journal.pone.0255502. eCollection 2021.","Khan SU","PLoS One","2021","2021/10/29","PMC8555819","","10.1371/journal.pone.0255502"
"34233941","Feasibility and Biological Activity of a Ketogenic/Intermittent-Fasting Diet in Patients With Glioma","Schreck KC, Hsu FC, Berrington A, Henry-Barron B, Vizthum D, Blair L, Kossoff EH, Easter L, Whitlow CT, Barker PB, Cervenka MC, Blakeley JO, Strowd RE.","Neurology. 2021 Aug 31;97(9):e953-e963. doi: 10.1212/WNL.0000000000012386. Epub 2021 Jul 7.","Schreck KC","Neurology","2021","2021/07/08","PMC8589278","","10.1212/WNL.0000000000012386"
"33723394","PI3K activation promotes resistance to eribulin in HER2-negative breast cancer","Gris-Oliver A, Ibrahim YH, Rivas MA, García-García C, Sánchez-Guixé M, Ruiz-Pace F, Viaplana C, Pérez-García JM, Llombart-Cussac A, Grueso J, Parés M, Guzmán M, Rodríguez O, Anton P, Cozar P, Calvo MT, Bruna A, Arribas J, Caldas C, Dienstmann R, Nuciforo P, Oliveira M, Cortés J, Serra V.","Br J Cancer. 2021 Apr;124(9):1581-1591. doi: 10.1038/s41416-021-01293-1. Epub 2021 Mar 15.","Gris-Oliver A","Br J Cancer","2021","2021/03/16","PMC8076303","","10.1038/s41416-021-01293-1"
"34535748","Multiscale computational modeling of cancer growth using features derived from microCT images","Zangooei MH, Margolis R, Hoyt K.","Sci Rep. 2021 Sep 17;11(1):18524. doi: 10.1038/s41598-021-97966-1.","Zangooei MH","Sci Rep","2021","2021/09/18","PMC8448838","","10.1038/s41598-021-97966-1"
"32248003","Discovery of new LXRβ agonists as glioblastoma inhibitors","Chen H, Chen Z, Zhang Z, Li Y, Zhang S, Jiang F, Wei J, Ding P, Zhou H, Gu Q, Xu J.","Eur J Med Chem. 2020 May 15;194:112240. doi: 10.1016/j.ejmech.2020.112240. Epub 2020 Mar 17.","Chen H","Eur J Med Chem","2020","2020/04/06","","","10.1016/j.ejmech.2020.112240"
"34713168","Machine Learning-Based Extraction of Breast Cancer Receptor Status From Bilingual Free-Text Pathology Reports","Pironet A, Poirel HA, Tambuyzer T, De Schutter H, van Walle L, Mattheijssens J, Henau K, Van Eycken L, Van Damme N.","Front Digit Health. 2021 Aug 17;3:692077. doi: 10.3389/fdgth.2021.692077. eCollection 2021.","Pironet A","Front Digit Health","2021","2021/10/29","PMC8522027","","10.3389/fdgth.2021.692077"
"34052255","Sorafenib is associated with a reduced rate of tumour growth and liver function deterioration in HCV-induced hepatocellular carcinoma","Kolamunnage-Dona R, Berhane S, Potts H, Williams EH, Tanner J, Janowitz T, Hoare M, Johnson P.","J Hepatol. 2021 Oct;75(4):879-887. doi: 10.1016/j.jhep.2021.05.015. Epub 2021 May 27.","Kolamunnage-Dona R","J Hepatol","2021","2021/05/30","","","10.1016/j.jhep.2021.05.015"
"34679554","Analysis of Brain MRI Images Using Improved CornerNet Approach","Nawaz M, Nazir T, Masood M, Mehmood A, Mahum R, Khan MA, Kadry S, Thinnukool O.","Diagnostics (Basel). 2021 Oct 8;11(10):1856. doi: 10.3390/diagnostics11101856.","Nawaz M","Diagnostics (Basel)","2021","2021/10/23","PMC8535141","","10.3390/diagnostics11101856"
"34670568","Experimental and computational modeling for signature and biomarker discovery of renal cell carcinoma progression","Cooley LS, Rudewicz J, Souleyreau W, Emanuelli A, Alvarez-Arenas A, Clarke K, Falciani F, Dufies M, Lambrechts D, Modave E, Chalopin-Fillot D, Pineau R, Ambrosetti D, Bernhard JC, Ravaud A, Négrier S, Ferrero JM, Pagès G, Benzekry S, Nikolski M, Bikfalvi A.","Mol Cancer. 2021 Oct 20;20(1):136. doi: 10.1186/s12943-021-01416-5.","Cooley LS","Mol Cancer","2021","2021/10/21","PMC8527701","","10.1186/s12943-021-01416-5"
"33184301","Context aware deep learning for brain tumor segmentation, subtype classification, and survival prediction using radiology images","Pei L, Vidyaratne L, Rahman MM, Iftekharuddin KM.","Sci Rep. 2020 Nov 12;10(1):19726. doi: 10.1038/s41598-020-74419-9.","Pei L","Sci Rep","2020","2020/11/13","PMC7665039","","10.1038/s41598-020-74419-9"
"31103449","Predicting breast cancer metastasis by using serum biomarkers and clinicopathological data with machine learning technologies","Tseng YJ, Huang CE, Wen CN, Lai PY, Wu MH, Sun YC, Wang HY, Lu JJ.","Int J Med Inform. 2019 Aug;128:79-86. doi: 10.1016/j.ijmedinf.2019.05.003. Epub 2019 May 7.","Tseng YJ","Int J Med Inform","2019","2019/05/20","","","10.1016/j.ijmedinf.2019.05.003"
"33864039","Computational modelling of perivascular-niche dynamics for the optimization of treatment schedules for glioblastoma","Randles A, Wirsching HG, Dean JA, Cheng YK, Emerson S, Pattwell SS, Holland EC, Michor F.","Nat Biomed Eng. 2021 Apr;5(4):346-359. doi: 10.1038/s41551-021-00710-3. Epub 2021 Apr 16.","Randles A","Nat Biomed Eng","2021","2021/04/17","PMC8054983","NIHMS1680469","10.1038/s41551-021-00710-3"
